ph,temp,type
6.7,27.0,ikan nila
7.2,26.9,ikan nila
5.8,26.9,ikan gurame
7.3,26.9,ikan nila
6.2,26.7,ikan lele
5.2,26.7,unknown
5.5,26.6,ikan gurame
4.9,26.6,unknown
5.3,26.6,unknown
4.7,26.5,unknown
4.7,26.4,unknown
6.6,26.3,ikan nila
5.6,26.0,ikan gurame
6.1,25.4,ikan lele
6.2,25.3,ikan lele
6.8,25.2,ikan nila
5.5,25.1,ikan gurame
6.0,25.0,ikan lele
6.9,24.7,ikan nila
5.3,24.6,unknown
5.5,24.5,ikan gurame
6.0,24.4,ikan lele
7.1,24.4,ikan nila
4.8,24.0,unknown
5.4,23.9,unknown
7.1,23.5,ikan nila
7.3,23.6,ikan nila
6.7,23.2,ikan nila
7.1,23.2,ikan nila
4.8,22.9,unknown
5.8,22.9,ikan gurame
7.3,22.9,ikan nila
6.2,22.6,ikan lele
6.0,22.5,ikan lele
7.1,22.5,ikan nila
5.1,22.4,unknown
5.3,22.3,unknown
5.9,22.3,ikan gurame
6.2,22.2,ikan lele
4.6,21.9,unknown
7.5,21.9,ikan nila
4.6,22.0,unknown
4.9,22.0,unknown
4.9,22.1,unknown
4.7,22.3,unknown
7.4,22.7,ikan nila
7.0,22.8,ikan nila
5.8,23.2,ikan gurame
6.2,23.8,ikan lele
5.3,23.9,unknown
6.6,23.9,ikan nila
4.7,24.5,unknown
6.4,25.0,ikan lele
4.5,25.1,unknown
4.6,25.1,unknown
6.4,25.4,ikan lele
7.4,25.6,ikan nila
4.9,25.8,unknown
6.5,26.1,ikan nila
7.5,26.3,ikan nila
5.6,26.6,ikan gurame
4.6,27.0,unknown
5.3,26.9,unknown
5.1,26.4,unknown
6.9,26.1,ikan nila
6.3,25.9,ikan lele
6.7,25.7,ikan nila
4.6,25.5,unknown
6.3,25.5,ikan lele
5.8,25.4,ikan gurame
4.7,25.2,unknown
5.3,25.2,unknown
4.6,25.0,unknown
7.2,24.9,ikan nila
7.4,24.9,ikan nila
5.0,24.8,unknown
4.6,24.7,unknown
7.2,24.6,ikan nila
5.8,24.5,ikan gurame
7.0,24.5,ikan nila
6.0,24.5,ikan lele
4.9,24.3,unknown
5.0,24.3,unknown
6.3,24.0,ikan lele
4.9,23.8,unknown
5.5,23.8,ikan gurame
7.0,23.6,ikan nila
6.4,23.6,ikan lele
6.6,23.4,ikan nila
5.3,23.3,unknown
6.8,22.9,ikan nila
4.5,22.9,unknown
6.2,22.5,ikan lele
6.2,22.4,ikan lele
5.3,22.4,unknown
5.4,22.2,unknown
4.5,21.8,unknown
6.1,22.0,ikan lele
5.1,22.0,unknown
5.3,22.1,unknown
5.7,22.3,ikan gurame
4.6,22.7,unknown
4.6,22.9,unknown
5.6,23.2,ikan gurame
5.4,23.3,unknown
5.1,23.5,unknown
5.1,23.6,unknown
5.6,24.3,ikan gurame
5.3,24.4,unknown
4.7,24.4,unknown
6.8,24.7,ikan nila
5.2,25.0,unknown
6.7,25.1,ikan nila
7.3,25.1,ikan nila
6.1,25.1,ikan lele
6.3,25.4,ikan lele
5.8,25.7,ikan gurame
6.6,25.8,ikan nila
7.0,25.9,ikan nila
4.8,26.9,unknown
5.2,26.6,unknown
4.6,26.5,unknown
5.7,26.3,ikan gurame
6.1,26.2,ikan lele
6.0,25.9,ikan lele
6.7,25.8,ikan nila
5.4,25.8,unknown
6.8,25.1,ikan nila
5.4,24.9,unknown
5.5,24.8,ikan gurame
4.7,24.8,unknown
6.3,24.7,ikan lele
5.7,24.5,ikan gurame
7.2,24.5,ikan nila
5.1,24.4,unknown
6.1,24.3,ikan lele
7.3,23.9,ikan nila
6.2,23.7,ikan lele
5.2,23.4,unknown
6.1,23.4,ikan lele
7.1,23.1,ikan nila
4.9,23.1,unknown
4.7,22.8,unknown
6.6,22.5,ikan nila
5.8,22.5,ikan gurame
6.7,21.9,ikan nila
5.5,21.9,ikan gurame
7.2,22.6,ikan nila
5.4,22.6,unknown
6.0,23.2,ikan lele
6.5,23.2,ikan nila
7.2,23.3,ikan nila
4.9,23.4,unknown
6.3,23.7,ikan lele
5.3,23.8,unknown
4.8,24.2,unknown
4.9,24.9,unknown
4.6,25.4,unknown
6.1,25.5,ikan lele
6.6,25.7,ikan nila
6.8,26.4,ikan nila
5.3,26.4,unknown
4.5,26.9,unknown
6.2,26.8,ikan lele
7.2,26.5,ikan nila
6.9,26.3,ikan nila
5.2,26.2,unknown
5.9,25.7,ikan gurame
5.7,25.6,ikan gurame
5.3,25.5,unknown
5.7,25.4,ikan gurame
5.1,25.3,unknown
4.9,25.1,unknown
5.5,25.0,ikan gurame
7.0,24.8,ikan nila
5.0,24.7,unknown
6.4,24.7,ikan lele
5.7,24.6,ikan gurame
5.8,24.6,ikan gurame
6.0,24.6,ikan lele
4.6,24.5,unknown
5.2,24.2,unknown
6.0,24.0,ikan lele
5.2,24.0,unknown
5.5,24.0,ikan gurame
7.0,23.9,ikan nila
5.5,23.6,ikan gurame
6.3,23.2,ikan lele
4.8,23.1,unknown
4.6,23.0,unknown
6.2,23.0,ikan lele
5.1,22.7,unknown
7.5,22.5,ikan nila
7.0,22.1,ikan nila
4.5,21.9,unknown
7.1,21.8,ikan nila
5.7,22.4,ikan gurame
6.8,22.6,ikan nila
6.5,22.7,ikan nila
5.3,23.1,unknown
5.6,23.5,ikan gurame
5.1,23.8,unknown
6.8,23.9,ikan nila
6.6,24.1,ikan nila
4.8,24.7,unknown
7.0,25.4,ikan nila
5.1,25.4,unknown
7.3,26.4,ikan nila
5.9,26.4,ikan gurame
7.1,26.5,ikan nila
6.0,26.7,ikan lele
5.3,26.7,unknown
6.1,26.6,ikan lele
4.5,26.5,unknown
4.8,26.3,unknown
7.3,26.2,ikan nila
7.1,25.8,ikan nila
6.9,25.8,ikan nila
6.5,25.6,ikan nila
6.0,25.6,ikan lele
5.8,25.6,ikan gurame
7.3,25.5,ikan nila
5.7,25.2,ikan gurame
4.8,24.9,unknown
5.3,24.8,unknown
7.2,24.7,ikan nila
5.9,24.6,ikan gurame
5.7,24.4,ikan gurame
7.1,24.2,ikan nila
6.9,23.9,ikan nila
5.8,23.8,ikan gurame
6.8,23.5,ikan nila
5.0,23.1,unknown
7.2,23.1,ikan nila
6.3,22.8,ikan lele
6.1,22.7,ikan lele
6.5,22.6,ikan nila
5.1,22.5,unknown
5.7,22.2,ikan gurame
5.9,21.9,ikan gurame
4.7,22.2,unknown
7.1,22.4,ikan nila
5.5,22.7,ikan gurame
7.2,23.2,ikan nila
4.7,23.7,unknown
5.7,23.9,ikan gurame
7.4,24.3,ikan nila
5.4,24.4,unknown
6.6,24.4,ikan nila
7.1,24.6,ikan nila
6.5,24.8,ikan nila
5.7,25.0,ikan gurame
5.9,25.3,ikan gurame
6.9,25.7,ikan nila
5.8,26.0,ikan gurame
7.0,26.3,ikan nila
6.7,26.5,ikan nila
6.4,26.6,ikan lele
5.7,26.9,ikan gurame
6.7,26.9,ikan nila
5.0,26.9,unknown
7.1,26.7,ikan nila
7.4,26.6,ikan nila
5.2,26.5,unknown
7.3,26.3,ikan nila
7.1,25.9,ikan nila
4.5,25.8,unknown
5.6,25.8,ikan gurame
5.6,25.7,ikan gurame
6.8,25.4,ikan nila
7.0,25.3,ikan nila
4.9,25.3,unknown
6.1,25.2,ikan lele
5.3,24.9,unknown
5.6,24.8,ikan gurame
5.6,24.7,ikan gurame
7.0,24.6,ikan nila
5.2,24.5,unknown
5.8,24.1,ikan gurame
5.1,24.0,unknown
5.2,23.6,unknown
6.2,24.3,ikan lele
4.5,23.9,unknown
6.0,23.8,ikan lele
7.2,23.7,ikan nila
4.9,23.7,unknown
4.5,23.6,unknown
5.2,23.0,unknown
4.7,22.9,unknown
5.4,22.9,unknown
5.7,23.0,ikan gurame
4.5,23.1,unknown
4.7,23.8,unknown
6.8,24.0,ikan nila
6.2,24.1,ikan lele
5.3,24.2,unknown
5.4,24.3,unknown
6.0,24.3,ikan lele
7.5,24.7,ikan nila
6.3,26.5,ikan lele
6.8,26.6,ikan nila
5.5,26.8,ikan gurame
4.5,27.3,unknown
7.3,27.3,ikan nila
5.4,27.7,unknown
5.5,27.9,ikan gurame
5.8,27.9,ikan gurame
5.7,28.0,ikan gurame
4.6,28.0,unknown
6.3,27.8,ikan lele
5.6,27.8,ikan gurame
6.4,27.7,ikan lele
6.6,27.6,ikan nila
4.6,27.4,unknown
5.4,27.3,unknown
7.1,27.3,ikan nila
5.0,27.1,unknown
6.4,26.7,ikan lele
4.8,26.5,unknown
6.0,26.3,ikan lele
4.6,26.2,unknown
6.3,26.2,ikan lele
6.6,26.1,ikan nila
5.9,26.0,ikan gurame
5.5,26.0,ikan gurame
4.6,26.0,unknown
5.3,25.8,unknown
7.0,25.7,ikan nila
5.2,25.5,unknown
5.3,25.3,unknown
6.0,25.1,ikan lele
5.9,25.1,ikan gurame
6.6,24.6,ikan nila
6.3,24.5,ikan lele
7.2,24.1,ikan nila
6.3,23.9,ikan lele
6.3,23.8,ikan lele
5.4,23.7,unknown
6.9,23.4,ikan nila
6.1,0.0,unknown
5.9,0.0,unknown
5.8,0.0,unknown
5.4,0.0,unknown
5.2,0.0,unknown
5.1,24.8,unknown
6.1,24.9,ikan lele
6.7,25.3,ikan nila
5.9,25.5,ikan gurame
7.3,25.8,ikan nila
6.6,25.9,ikan nila
6.0,26.1,ikan lele
5.0,26.4,unknown
7.4,26.7,ikan nila
7.2,27.5,ikan nila
6.3,27.7,ikan lele
6.1,28.1,ikan lele
7.1,28.4,ikan nila
5.2,28.4,unknown
5.0,28.4,unknown
4.8,28.5,unknown
5.5,28.4,ikan gurame
5.5,27.8,ikan gurame
4.6,27.8,unknown
4.6,27.5,unknown
5.1,27.4,unknown
4.5,27.1,unknown
7.2,26.8,ikan nila
6.5,26.7,ikan nila
5.3,26.5,unknown
7.1,26.3,ikan nila
5.8,26.2,ikan gurame
5.6,25.9,ikan gurame
6.7,25.9,ikan nila
6.0,25.8,ikan lele
5.1,25.8,unknown
6.5,25.5,ikan nila
6.8,25.0,ikan nila
5.8,25.0,ikan gurame
5.7,24.9,ikan gurame
5.4,26.5,unknown
5.7,26.5,ikan gurame
6.2,26.4,ikan lele
5.9,26.3,ikan gurame
6.3,26.1,ikan lele
4.9,25.9,unknown
6.8,25.8,ikan nila
4.9,25.5,unknown
5.1,25.5,unknown
5.4,25.3,unknown
7.2,25.2,ikan nila
5.3,25.1,unknown
6.9,25.1,ikan nila
5.3,25.4,unknown
4.8,25.8,unknown
5.5,26.1,ikan gurame
6.9,26.2,ikan nila
6.6,26.6,ikan nila
4.6,26.8,unknown
6.4,27.1,ikan lele
5.0,27.3,unknown
5.0,27.4,unknown
5.3,28.2,unknown
6.8,28.2,ikan nila
4.7,28.3,unknown
7.0,28.4,ikan nila
7.0,28.7,ikan nila
7.4,29.4,ikan nila
7.2,29.8,ikan nila
5.4,30.0,unknown
6.4,30.1,ikan lele
5.0,30.5,unknown
6.3,30.5,ikan lele
5.7,30.9,ikan gurame
5.0,30.8,unknown
6.3,30.6,ikan lele
4.6,30.6,unknown
4.5,30.5,unknown
7.4,30.4,ikan nila
5.3,30.4,unknown
5.4,29.8,unknown
6.6,29.8,ikan nila
6.5,29.7,ikan nila
5.7,29.6,ikan gurame
4.6,29.3,unknown
6.8,29.1,ikan nila
5.1,29.0,unknown
5.8,29.0,ikan gurame
5.3,29.0,unknown
5.0,28.3,unknown
7.3,28.0,ikan nila
6.8,27.6,ikan nila
5.3,27.4,unknown
7.1,27.4,ikan nila
5.9,27.3,ikan gurame
4.8,27.3,unknown
6.1,27.3,ikan lele
7.2,27.1,ikan nila
7.4,27.1,ikan nila
5.5,26.9,ikan gurame
6.0,26.8,ikan lele
5.5,26.7,ikan gurame
4.8,27.1,unknown
4.8,27.0,unknown
6.9,26.6,ikan nila
4.5,26.6,unknown
6.4,26.3,ikan lele
5.4,26.3,unknown
5.5,25.9,ikan gurame
4.6,25.7,unknown
6.3,25.3,ikan lele
5.8,25.1,ikan gurame
4.8,25.3,unknown
5.3,26.0,unknown
6.3,26.4,ikan lele
4.7,26.8,unknown
5.2,27.5,unknown
4.7,27.7,unknown
6.2,28.2,ikan lele
6.0,28.6,ikan lele
5.7,28.7,ikan gurame
6.2,28.7,ikan lele
6.1,28.8,ikan lele
6.0,28.8,ikan lele
4.6,25.8,unknown
4.5,27.4,unknown
6.0,28.9,ikan lele
6.7,29.7,ikan nila
5.6,31.1,ikan gurame
6.6,30.5,ikan nila
5.9,29.7,ikan gurame
6.0,29.4,ikan lele
5.6,27.1,ikan gurame
5.6,26.5,ikan gurame
5.0,25.7,unknown
5.5,25.8,ikan gurame
6.5,27.4,ikan nila
5.9,29.1,ikan gurame
5.9,29.8,ikan gurame
6.3,31.5,ikan lele
5.5,31.9,ikan gurame
5.7,33.3,unknown
5.6,32.9,unknown
7.1,32.6,ikan nila
6.3,32.5,unknown
4.8,28.9,unknown
5.0,27.2,unknown
5.0,26.3,unknown
5.1,27.2,unknown
6.3,30.1,ikan lele
5.0,30.9,unknown
5.4,30.9,unknown
5.2,31.6,unknown
7.0,31.9,ikan nila
4.8,32.1,unknown
6.3,32.6,unknown
5.9,32.3,unknown
4.7,32.1,unknown
4.6,28.1,unknown
4.6,27.9,unknown
5.4,28.7,unknown
6.4,30.8,ikan lele
4.5,30.9,unknown
5.3,32.2,unknown
4.6,31.8,unknown
5.7,31.5,ikan gurame
5.2,31.3,unknown
6.8,31.2,ikan nila
5.4,30.6,unknown
5.5,28.3,ikan gurame
7.4,27.7,ikan nila
5.2,25.2,unknown
6.8,30.4,ikan nila
5.9,31.4,ikan gurame
4.8,29.3,unknown
6.2,28.8,ikan lele
5.2,28.7,unknown
5.4,26.7,unknown
5.6,28.2,ikan gurame
6.1,31.7,ikan lele
4.8,32.9,unknown
7.2,32.9,ikan nila
5.1,32.9,unknown
7.4,31.1,ikan nila
6.0,30.7,ikan lele
7.0,30.1,ikan nila
4.5,29.8,unknown
5.7,29.8,ikan gurame
5.8,28.9,ikan gurame
5.6,27.7,ikan gurame
5.4,27.5,unknown
7.5,29.7,ikan nila
7.4,29.9,ikan nila
5.1,30.2,unknown
6.9,33.2,ikan nila
6.6,31.3,ikan nila
5.2,29.9,unknown
5.1,29.8,unknown
6.6,29.5,ikan nila
5.2,29.3,unknown
4.8,28.7,unknown
5.7,27.0,ikan gurame
5.4,28.3,unknown
6.4,32.7,unknown
7.0,32.0,ikan nila
5.3,31.3,unknown
4.9,31.2,unknown
5.3,31.1,unknown
5.1,29.5,unknown
4.9,28.3,unknown
4.9,28.0,unknown
5.0,27.8,unknown
6.7,27.6,ikan nila
7.1,27.8,ikan nila
5.3,27.8,unknown
6.4,27.9,ikan lele
5.2,29.2,unknown
5.9,29.4,ikan gurame
6.2,30.9,ikan lele
6.0,31.1,ikan lele
6.7,32.3,ikan nila
5.1,32.2,unknown
5.1,31.7,unknown
6.5,31.2,ikan nila
4.7,29.3,unknown
6.4,28.8,ikan lele
7.3,28.6,ikan nila
6.4,29.5,ikan lele
4.7,28.8,unknown
4.9,28.7,unknown
6.7,28.6,ikan nila
6.4,28.6,ikan lele
6.8,28.6,ikan nila
5.8,28.4,ikan gurame
6.4,28.3,ikan lele
5.1,28.3,unknown
4.7,28.4,unknown
6.0,28.5,ikan lele
5.8,28.7,ikan gurame
6.4,29.0,ikan lele
6.4,29.1,ikan lele
5.3,29.6,unknown
6.8,29.6,ikan nila
6.8,29.7,ikan nila
5.0,30.0,unknown
5.0,30.3,unknown
5.3,30.7,unknown
5.5,30.7,ikan gurame
6.9,30.8,ikan nila
5.3,30.9,unknown
6.8,31.0,ikan nila
5.0,31.4,unknown
4.6,31.6,unknown
5.6,32.0,ikan gurame
4.7,32.2,unknown
4.8,32.3,unknown
5.8,32.5,unknown
6.7,31.8,ikan nila
6.0,31.7,ikan lele
6.8,31.3,ikan nila
7.0,31.2,ikan nila
5.7,31.2,ikan gurame
6.2,31.0,ikan lele
5.9,30.9,ikan gurame
5.8,30.8,ikan gurame
6.2,30.7,ikan lele
5.5,30.4,ikan gurame
4.8,30.2,unknown
6.9,30.1,ikan nila
4.7,30.1,unknown
7.2,29.5,ikan nila
5.7,29.3,ikan gurame
7.4,29.2,ikan nila
6.0,29.1,ikan lele
4.7,29.1,unknown
5.7,28.2,ikan gurame
5.2,27.9,unknown
7.3,27.9,ikan nila
6.5,31.1,ikan nila
5.8,31.3,ikan gurame
5.4,31.4,unknown
5.2,31.4,unknown
5.6,31.7,ikan gurame
6.3,31.8,ikan lele
6.8,32.0,ikan nila
5.3,32.7,unknown
6.8,33.2,ikan nila
5.8,33.2,unknown
6.8,33.7,ikan nila
7.0,32.5,ikan nila
4.8,32.4,unknown
7.4,32.4,ikan nila
6.6,32.2,ikan nila
6.9,32.0,ikan nila
5.0,31.8,unknown
4.7,31.7,unknown
6.8,31.5,ikan nila
5.1,31.2,unknown
4.7,31.1,unknown
5.9,31.1,ikan gurame
5.4,31.0,unknown
7.4,30.8,ikan nila
6.3,30.7,ikan lele
6.1,30.7,ikan lele
4.6,30.7,unknown
4.8,30.6,unknown
6.8,30.2,ikan nila
4.7,30.0,unknown
5.1,28.5,unknown
4.6,28.3,unknown
4.7,28.1,unknown
5.2,28.1,unknown
7.0,27.9,ikan nila
4.9,29.3,unknown
6.4,29.3,ikan lele
6.7,29.5,ikan nila
5.0,29.7,unknown
5.7,30.1,ikan gurame
5.0,30.4,unknown
6.9,30.6,ikan nila
5.7,30.7,ikan gurame
4.7,30.8,unknown
6.3,31.4,ikan lele
6.2,31.7,ikan lele
5.2,32.2,unknown
6.6,32.4,ikan nila
5.3,32.4,unknown
6.7,32.2,ikan nila
6.7,32.1,ikan nila
6.6,31.8,ikan nila
6.8,31.6,ikan nila
6.9,31.5,ikan nila
4.6,31.4,unknown
5.1,31.1,unknown
5.7,31.0,ikan gurame
4.8,30.9,unknown
5.8,30.7,ikan gurame
5.9,30.3,ikan gurame
5.2,30.2,unknown
4.9,30.0,unknown
5.3,29.9,unknown
5.5,29.5,ikan gurame
6.5,29.3,ikan nila
5.7,29.1,ikan gurame
4.6,28.9,unknown
5.4,28.5,unknown
4.6,28.5,unknown
6.9,29.1,ikan nila
6.7,30.0,ikan nila
7.3,30.1,ikan nila
7.0,30.5,ikan nila
6.5,31.4,ikan nila
6.6,31.4,ikan nila
5.8,31.5,ikan gurame
7.3,32.5,ikan nila
5.8,32.4,unknown
5.8,32.2,unknown
5.6,31.6,ikan gurame
5.1,31.4,unknown
4.6,31.3,unknown
4.6,31.2,unknown
6.3,31.0,ikan lele
6.7,30.5,ikan nila
5.4,30.1,unknown
4.6,29.8,unknown
6.0,30.2,ikan lele
6.1,30.1,ikan lele
6.4,30.0,ikan lele
6.2,29.6,ikan lele
6.7,29.4,ikan nila
6.1,29.3,ikan lele
5.5,29.3,ikan gurame
5.7,29.0,ikan gurame
5.8,28.6,ikan gurame
4.7,28.7,unknown
7.3,29.8,ikan nila
5.3,31.6,unknown
4.5,31.7,unknown
5.4,31.9,unknown
5.1,32.6,unknown
6.6,32.3,ikan nila
6.3,32.1,unknown
5.3,32.0,unknown
4.8,32.0,unknown
6.5,32.0,ikan nila
7.3,31.8,ikan nila
4.8,31.5,unknown
6.5,31.5,ikan nila
4.9,31.0,unknown
4.9,30.8,unknown
6.6,30.8,ikan nila
5.1,30.6,unknown
6.9,29.7,ikan nila
6.9,29.5,ikan nila
7.1,29.3,ikan nila
4.7,28.6,unknown
5.5,28.5,ikan gurame
5.0,28.5,unknown
5.5,28.7,ikan gurame
5.6,28.7,ikan gurame
5.6,29.5,ikan gurame
6.0,30.1,ikan lele
5.7,30.6,ikan gurame
7.1,30.9,ikan nila
4.5,31.0,unknown
7.2,32.5,ikan nila
6.2,32.5,unknown
6.1,32.3,unknown
4.6,32.1,unknown
6.8,31.9,ikan nila
6.8,31.8,ikan nila
4.5,31.8,unknown
5.1,31.6,unknown
5.5,31.5,ikan gurame
7.0,30.8,ikan nila
6.9,30.7,ikan nila
6.8,29.9,ikan nila
5.7,29.5,ikan gurame
7.4,29.5,ikan nila
4.6,29.5,unknown
7.0,29.3,ikan nila
5.9,28.8,ikan gurame
7.1,28.7,ikan nila
6.5,28.5,ikan nila
4.8,28.4,unknown
6.6,28.6,ikan nila
6.5,29.8,ikan nila
5.0,30.2,unknown
5.4,30.7,unknown
7.4,31.2,ikan nila
7.5,31.5,ikan nila
4.8,32.2,unknown
5.5,32.5,unknown
5.8,32.1,unknown
5.3,32.1,unknown
6.1,32.0,ikan lele
5.5,32.0,ikan gurame
6.6,31.9,ikan nila
4.5,31.5,unknown
7.5,31.3,ikan nila
5.0,31.2,unknown
6.8,30.8,ikan nila
5.5,30.2,ikan gurame
6.5,30.1,ikan nila
4.8,30.0,unknown
6.9,29.9,ikan nila
5.2,29.1,unknown
5.4,29.1,unknown
5.4,28.8,unknown
5.7,29.7,ikan gurame
5.0,29.9,unknown
4.7,30.2,unknown
6.4,30.4,ikan lele
6.5,31.7,ikan nila
5.5,32.3,unknown
6.8,32.4,ikan nila
5.7,32.7,unknown
5.3,32.9,unknown
7.3,32.9,ikan nila
4.6,32.8,unknown
5.6,32.5,unknown
5.8,31.7,ikan gurame
6.7,31.6,ikan nila
7.4,31.6,ikan nila
5.2,31.5,unknown
5.8,31.0,ikan gurame
6.4,30.7,ikan lele
7.1,30.6,ikan nila
6.4,30.5,ikan lele
4.5,30.4,unknown
5.4,29.6,unknown
4.6,29.6,unknown
4.9,29.6,unknown
4.5,29.4,unknown
5.6,29.4,ikan gurame
5.5,28.9,ikan gurame
4.6,29.0,unknown
7.1,29.1,ikan nila
6.5,29.4,ikan nila
5.2,29.7,unknown
4.6,30.0,unknown
7.4,30.3,ikan nila
6.2,30.3,ikan lele
5.5,31.6,ikan gurame
6.0,32.3,unknown
4.7,32.6,unknown
5.3,32.6,unknown
5.2,32.4,unknown
6.4,32.3,unknown
7.4,32.0,ikan nila
4.9,32.0,unknown
5.3,31.9,unknown
7.2,31.8,ikan nila
7.5,31.8,ikan nila
6.2,31.5,ikan lele
6.8,31.4,ikan nila
5.6,31.3,ikan gurame
6.6,30.2,ikan nila
5.8,30.4,ikan gurame
4.5,30.0,unknown
4.7,29.2,unknown
5.5,29.1,ikan gurame
4.7,29.4,unknown
5.9,30.5,ikan gurame
4.6,30.5,unknown
6.8,30.7,ikan nila
4.7,30.9,unknown
6.2,31.1,ikan lele
5.4,31.8,unknown
5.0,31.9,unknown
6.2,31.9,ikan lele
5.5,32.1,unknown
4.7,32.8,unknown
6.2,32.9,unknown
5.3,33.0,unknown
5.9,33.2,unknown
7.1,33.1,ikan nila
5.9,33.0,unknown
6.8,32.9,ikan nila
5.2,32.7,unknown
6.9,32.4,ikan nila
4.7,32.3,unknown
6.3,32.2,unknown
5.8,31.8,ikan gurame
5.5,31.4,ikan gurame
4.8,31.4,unknown
5.8,31.1,ikan gurame
6.8,30.3,ikan nila
5.1,29.7,unknown
6.0,29.2,ikan lele
5.4,29.0,unknown
6.0,29.0,ikan lele
4.9,28.8,unknown
5.2,28.8,unknown
4.5,28.9,unknown
6.0,29.8,ikan lele
5.8,30.6,ikan gurame
5.3,30.8,unknown
4.9,31.4,unknown
5.3,31.7,unknown
5.5,31.7,ikan gurame
5.4,32.4,unknown
6.1,32.7,unknown
6.8,33.3,ikan nila
6.9,33.3,ikan nila
5.4,33.2,unknown
6.5,33.0,ikan nila
5.1,32.3,unknown
5.7,31.9,ikan gurame
6.9,31.8,ikan nila
5.1,31.3,unknown
5.9,30.7,ikan gurame
7.1,30.4,ikan nila
5.1,30.0,unknown
7.3,29.9,ikan nila
7.1,29.7,ikan nila
5.7,29.4,ikan gurame
6.5,29.2,ikan nila
4.9,29.1,unknown
4.8,29.0,unknown
5.4,31.3,unknown
4.8,31.9,unknown
6.1,32.1,unknown
5.4,33.3,unknown
6.7,33.6,ikan nila
6.1,33.8,unknown
7.5,33.9,ikan nila
5.4,34.0,unknown
6.4,33.9,unknown
7.1,33.9,ikan nila
5.4,33.7,unknown
5.2,33.6,unknown
6.1,32.9,unknown
7.0,32.4,ikan nila
7.3,32.3,ikan nila
4.5,32.1,unknown
4.9,31.1,unknown
5.1,30.1,unknown
6.6,29.4,ikan nila
4.6,29.4,unknown
4.6,30.8,unknown
6.2,30.8,ikan lele
7.5,32.4,ikan nila
6.4,33.0,unknown
6.4,33.8,unknown
6.4,33.7,unknown
7.4,33.6,ikan nila
4.6,33.5,unknown
7.1,33.4,ikan nila
5.8,33.4,unknown
7.2,33.2,ikan nila
6.4,32.1,unknown
6.4,31.9,ikan lele
6.1,30.8,ikan lele
4.6,30.3,unknown
7.3,30.2,ikan nila
5.2,30.1,unknown
6.6,30.0,ikan nila
6.9,29.6,ikan nila
5.1,29.4,unknown
5.7,28.8,ikan gurame
4.6,28.8,unknown
6.2,29.1,ikan lele
6.2,29.7,ikan lele
6.5,30.3,ikan nila
6.0,30.4,ikan lele
6.7,30.7,ikan nila
6.0,32.5,unknown
5.2,32.9,unknown
5.3,33.2,unknown
5.5,33.6,unknown
5.4,33.6,unknown
6.4,33.4,unknown
4.6,33.4,unknown
4.7,33.2,unknown
5.9,33.1,unknown
4.9,30.9,unknown
7.5,30.8,ikan nila
4.5,29.6,unknown
6.4,29.4,ikan lele
5.2,29.4,unknown
4.5,29.3,unknown
7.1,29.2,ikan nila
4.9,28.9,unknown
4.6,32.4,unknown
5.1,32.4,unknown
6.3,33.0,unknown
6.9,33.0,ikan nila
7.4,33.3,ikan nila
6.7,33.5,ikan nila
5.5,33.5,unknown
5.6,33.4,unknown
4.7,33.1,unknown
5.0,32.6,unknown
5.7,32.5,unknown
5.4,32.5,unknown
4.6,32.3,unknown
6.2,32.2,unknown
4.6,32.0,unknown
6.0,31.8,ikan lele
4.9,31.6,unknown
5.4,30.5,unknown
4.7,30.5,unknown
4.6,30.4,unknown
5.3,29.5,unknown
6.2,29.4,ikan lele
6.6,30.3,ikan nila
7.1,31.2,ikan nila
7.3,31.6,ikan nila
5.6,31.8,ikan gurame
5.2,32.8,unknown
4.7,33.0,unknown
4.8,33.2,unknown
4.9,33.2,unknown
6.9,33.4,ikan nila
4.7,33.5,unknown
6.5,33.6,ikan nila
5.0,33.9,unknown
5.2,33.8,unknown
7.3,33.7,ikan nila
5.6,33.5,unknown
6.6,33.4,ikan nila
6.6,33.1,ikan nila
7.1,32.9,ikan nila
4.8,32.7,unknown
7.5,32.5,ikan nila
6.0,31.9,ikan lele
6.6,31.7,ikan nila
5.8,30.3,ikan gurame
4.7,29.9,unknown
6.2,29.8,ikan lele
4.9,29.2,unknown
7.0,28.8,ikan nila
4.6,30.2,unknown
5.0,31.5,unknown
5.2,32.5,unknown
4.9,33.8,unknown
6.3,33.8,unknown
7.1,33.6,ikan nila
6.6,32.7,ikan nila
6.5,32.3,ikan nila
5.6,31.9,ikan gurame
7.1,31.8,ikan nila
6.1,31.8,ikan lele
7.5,31.7,ikan nila
4.8,31.6,unknown
4.9,31.5,unknown
6.7,30.8,ikan nila
4.7,30.4,unknown
6.6,24.9,ikan nila
6.4,22.4,ikan lele
6.3,27.0,ikan lele
5.5,25.4,ikan gurame
4.8,26.6,unknown
4.7,27.0,unknown
4.9,25.7,unknown
4.7,27.2,unknown
6.8,24.3,ikan nila
6.9,22.4,ikan nila
6.5,27.0,ikan nila
4.7,26.7,unknown
6.1,27.1,ikan lele
4.9,25.4,unknown
5.0,25.0,unknown
4.6,25.9,unknown
4.6,27.6,unknown
6.8,26.3,ikan nila
5.7,26.6,ikan gurame
5.0,23.8,unknown
6.8,24.9,ikan nila
7.0,27.6,ikan nila
5.8,22.4,ikan gurame
5.9,27.0,ikan gurame
4.8,25.0,unknown
4.7,25.9,unknown
