ph,temp,type,label
6.9,22.2,ikan nila,kurang optimal
6.3,23.0,ikan lele,kurang optimal
6.2,29.3,ikan lele,kurang optimal
7.1,23.9,ikan nila,kurang optimal
5.7,26.8,ikan gurame,kurang optimal
6.5,33.9,ikan nila,kurang optimal
5.5,27.5,ikan gurame,kurang optimal
7.0,26.6,ikan nila,optimal
5.9,30.0,ikan gurame,kurang optimal
6.9,32.3,ikan nila,kurang optimal
7.1,30.5,ikan nila,kurang optimal
7.2,21.2,ikan nila,kurang optimal
6.0,21.4,ikan lele,kurang optimal
5.5,27.3,ikan gurame,kurang optimal
5.9,21.5,ikan gurame,kurang optimal
5.8,20.2,ikan gurame,kurang optimal
6.7,29.1,ikan nila,optimal
6.1,25.6,ikan lele,kurang optimal
7.4,28.2,ikan nila,optimal
6.4,27.3,ikan lele,kurang optimal
7.2,33.9,ikan nila,kurang optimal
7.1,24.8,ikan nila,kurang optimal
5.5,22.2,ikan gurame,kurang optimal
7.2,20.9,ikan nila,kurang optimal
6.8,30.6,ikan nila,kurang optimal
6.6,21.0,ikan nila,kurang optimal
7.3,20.6,ikan nila,kurang optimal
5.5,28.6,ikan gurame,kurang optimal
6.4,25.8,ikan lele,kurang optimal
7.3,28.4,ikan nila,optimal
5.7,23.1,ikan gurame,kurang optimal
6.7,27.1,ikan nila,optimal
6.2,23.4,ikan lele,kurang optimal
6.5,22.1,ikan nila,kurang optimal
5.7,21.7,ikan gurame,kurang optimal
5.6,28.0,ikan gurame,kurang optimal
6.5,26.8,ikan nila,optimal
6.3,24.8,ikan lele,kurang optimal
6.1,30.5,ikan lele,kurang optimal
6.3,29.1,ikan lele,kurang optimal
7.5,29.5,ikan nila,optimal
5.8,23.6,ikan gurame,kurang optimal
7.3,26.6,ikan nila,optimal
6.9,24.9,ikan nila,kurang optimal
6.3,31.1,ikan lele,kurang optimal
6.7,22.5,ikan nila,kurang optimal
7.4,34.4,ikan nila,kurang optimal
7.3,21.9,ikan nila,kurang optimal
7.3,35.0,ikan nila,kurang optimal
7.1,22.2,ikan nila,kurang optimal
7.2,26.4,ikan nila,optimal
6.3,30.0,ikan lele,kurang optimal
6.1,22.1,ikan lele,kurang optimal
7.0,33.6,ikan nila,kurang optimal
6.9,20.6,ikan nila,kurang optimal
6.7,23.8,ikan nila,kurang optimal
5.6,26.2,ikan gurame,kurang optimal
5.5,23.3,ikan gurame,kurang optimal
6.7,35.0,ikan nila,kurang optimal
7.0,23.4,ikan nila,kurang optimal
7.2,32.1,ikan nila,kurang optimal
7.5,34.8,ikan nila,kurang optimal
5.9,25.8,ikan gurame,kurang optimal
7.0,32.3,ikan nila,kurang optimal
6.3,27.3,ikan lele,kurang optimal
5.5,21.6,ikan gurame,kurang optimal
7.2,21.3,ikan nila,kurang optimal
6.7,29.8,ikan nila,optimal
6.0,31.4,ikan lele,kurang optimal
6.7,21.7,ikan nila,kurang optimal
7.2,25.4,ikan nila,optimal
6.5,25.2,ikan nila,optimal
6.0,21.3,ikan lele,kurang optimal
6.9,34.6,ikan nila,kurang optimal
7.2,20.4,ikan nila,kurang optimal
7.0,20.5,ikan nila,kurang optimal
6.8,22.3,ikan nila,kurang optimal
5.5,27.6,ikan gurame,kurang optimal
5.6,27.9,ikan gurame,kurang optimal
7.1,23.7,ikan nila,kurang optimal
6.7,24.4,ikan nila,kurang optimal
6.5,23.0,ikan nila,kurang optimal
6.7,34.4,ikan nila,kurang optimal
6.7,31.2,ikan nila,kurang optimal
6.0,27.2,ikan lele,kurang optimal
7.1,31.5,ikan nila,kurang optimal
5.7,27.4,ikan gurame,kurang optimal
6.7,23.6,ikan nila,kurang optimal
6.4,20.0,ikan lele,kurang optimal
5.6,21.8,ikan gurame,kurang optimal
7.4,34.1,ikan nila,kurang optimal
7.5,22.8,ikan nila,kurang optimal
7.5,32.3,ikan nila,kurang optimal
7.2,28.4,ikan nila,optimal
6.2,27.6,ikan lele,kurang optimal
6.9,26.0,ikan nila,optimal
6.3,26.9,ikan lele,kurang optimal
6.9,20.5,ikan nila,kurang optimal
6.2,21.1,ikan lele,kurang optimal
5.6,22.6,ikan gurame,kurang optimal
7.4,20.2,ikan nila,kurang optimal
7.1,26.8,ikan nila,optimal
6.6,27.8,ikan nila,optimal
6.7,30.3,ikan nila,kurang optimal
6.8,32.7,ikan nila,kurang optimal
6.3,21.7,ikan lele,kurang optimal
5.6,22.0,ikan gurame,kurang optimal
6.4,26.8,ikan lele,kurang optimal
7.3,25.3,ikan nila,optimal
5.8,23.1,ikan gurame,kurang optimal
6.9,26.7,ikan nila,optimal
5.5,30.3,ikan gurame,kurang optimal
6.6,32.9,ikan nila,kurang optimal
6.1,23.7,ikan lele,kurang optimal
6.3,22.4,ikan lele,kurang optimal
5.8,23.0,ikan gurame,kurang optimal
7.0,22.3,ikan nila,kurang optimal
5.5,31.1,ikan gurame,kurang optimal
6.6,33.5,ikan nila,kurang optimal
7.3,27.4,ikan nila,optimal
7.4,28.7,ikan nila,optimal
6.3,27.1,ikan lele,kurang optimal
5.5,25.6,ikan gurame,kurang optimal
6.3,26.8,ikan lele,kurang optimal
5.9,27.5,ikan gurame,kurang optimal
7.5,30.6,ikan nila,kurang optimal
6.2,21.9,ikan lele,kurang optimal
7.2,34.8,ikan nila,kurang optimal
6.6,21.9,ikan nila,kurang optimal
5.6,25.4,ikan gurame,kurang optimal
7.5,30.4,ikan nila,kurang optimal
7.0,26.5,ikan nila,optimal
5.8,21.8,ikan gurame,kurang optimal
5.8,21.9,ikan gurame,kurang optimal
7.0,27.3,ikan nila,optimal
5.9,22.1,ikan gurame,kurang optimal
6.2,29.5,ikan lele,kurang optimal
5.7,20.5,ikan gurame,kurang optimal
6.8,22.1,ikan nila,kurang optimal
6.2,26.1,ikan lele,kurang optimal
7.5,32.7,ikan nila,kurang optimal
6.7,31.3,ikan nila,kurang optimal
6.5,32.6,ikan nila,kurang optimal
6.7,20.3,ikan nila,kurang optimal
7.2,26.3,ikan nila,optimal
7.0,30.9,ikan nila,kurang optimal
6.1,27.0,ikan lele,kurang optimal
5.6,24.4,ikan gurame,kurang optimal
7.2,24.3,ikan nila,kurang optimal
7.1,22.3,ikan nila,kurang optimal
5.9,23.5,ikan gurame,kurang optimal
7.5,23.5,ikan nila,kurang optimal
6.1,31.9,ikan lele,kurang optimal
6.9,34.3,ikan nila,kurang optimal
6.9,28.5,ikan nila,optimal
7.0,22.7,ikan nila,kurang optimal
6.9,20.0,ikan nila,kurang optimal
7.1,27.5,ikan nila,optimal
6.2,24.8,ikan lele,kurang optimal
6.3,21.4,ikan lele,kurang optimal
6.1,22.6,ikan lele,kurang optimal
7.5,30.5,ikan nila,kurang optimal
6.4,24.2,ikan lele,kurang optimal
6.3,28.6,ikan lele,kurang optimal
5.6,28.4,ikan gurame,kurang optimal
6.6,26.5,ikan nila,optimal
6.0,23.3,ikan lele,kurang optimal
7.2,34.6,ikan nila,kurang optimal
5.9,23.9,ikan gurame,kurang optimal
7.2,20.6,ikan nila,kurang optimal
5.8,29.5,ikan gurame,kurang optimal
5.5,21.4,ikan gurame,kurang optimal
7.2,24.8,ikan nila,kurang optimal
7.2,33.0,ikan nila,kurang optimal
5.7,28.5,ikan gurame,kurang optimal
6.3,21.6,ikan lele,kurang optimal
6.2,27.3,ikan lele,kurang optimal
6.4,22.2,ikan lele,kurang optimal
7.0,34.4,ikan nila,kurang optimal
7.5,27.5,ikan nila,optimal
6.8,21.8,ikan nila,kurang optimal
6.6,21.6,ikan nila,kurang optimal
5.9,22.0,ikan gurame,kurang optimal
5.7,27.7,ikan gurame,kurang optimal
5.7,25.3,ikan gurame,kurang optimal
6.5,23.7,ikan nila,kurang optimal
6.8,26.2,ikan nila,optimal
7.3,30.7,ikan nila,kurang optimal
6.2,20.2,ikan lele,kurang optimal
7.2,27.4,ikan nila,optimal
6.3,29.5,ikan lele,kurang optimal
6.3,21.5,ikan lele,kurang optimal
6.2,25.9,ikan lele,kurang optimal
6.9,20.2,ikan nila,kurang optimal
6.3,28.0,ikan lele,kurang optimal
6.9,22.6,ikan nila,kurang optimal
6.5,25.3,ikan nila,optimal
5.9,20.4,ikan gurame,kurang optimal
7.5,34.4,ikan nila,kurang optimal
7.1,23.6,ikan nila,kurang optimal
7.5,28.2,ikan nila,optimal
6.6,20.7,ikan nila,kurang optimal
5.7,25.5,ikan gurame,kurang optimal
5.6,27.2,ikan gurame,kurang optimal
7.4,20.3,ikan nila,kurang optimal
6.0,27.6,ikan lele,kurang optimal
5.7,21.2,ikan gurame,kurang optimal
6.0,28.2,ikan lele,kurang optimal
6.2,24.7,ikan lele,kurang optimal
6.6,34.4,ikan nila,kurang optimal
6.7,31.1,ikan nila,kurang optimal
5.9,28.6,ikan gurame,kurang optimal
7.0,29.1,ikan nila,optimal
5.6,23.8,ikan gurame,kurang optimal
5.7,26.2,ikan gurame,kurang optimal
6.1,27.8,ikan lele,kurang optimal
5.7,28.3,ikan gurame,kurang optimal
5.8,21.4,ikan gurame,kurang optimal
5.9,31.7,ikan gurame,kurang optimal
5.9,20.6,ikan gurame,kurang optimal
6.1,28.6,ikan lele,kurang optimal
5.8,21.1,ikan gurame,kurang optimal
5.8,30.2,ikan gurame,kurang optimal
6.7,32.4,ikan nila,kurang optimal
6.2,20.4,ikan lele,kurang optimal
5.5,29.2,ikan gurame,kurang optimal
6.2,27.2,ikan lele,kurang optimal
6.0,25.7,ikan lele,kurang optimal
5.5,28.1,ikan gurame,kurang optimal
6.7,20.8,ikan nila,kurang optimal
6.6,25.4,ikan nila,optimal
6.8,21.6,ikan nila,kurang optimal
7.2,29.7,ikan nila,optimal
7.5,20.8,ikan nila,kurang optimal
6.4,27.0,ikan lele,kurang optimal
5.8,21.5,ikan gurame,kurang optimal
5.8,22.6,ikan gurame,kurang optimal
7.5,28.9,ikan nila,optimal
6.2,23.5,ikan lele,kurang optimal
6.9,31.1,ikan nila,kurang optimal
6.5,34.0,ikan nila,kurang optimal
7.1,32.8,ikan nila,kurang optimal
6.2,30.6,ikan lele,kurang optimal
6.4,22.0,ikan lele,kurang optimal
6.5,21.8,ikan nila,kurang optimal
6.4,27.6,ikan lele,kurang optimal
5.7,24.2,ikan gurame,kurang optimal
6.6,24.8,ikan nila,kurang optimal
6.1,22.9,ikan lele,kurang optimal
6.7,24.2,ikan nila,kurang optimal
6.4,20.7,ikan lele,kurang optimal
6.4,22.5,ikan lele,kurang optimal
6.0,20.6,ikan lele,kurang optimal
7.3,25.4,ikan nila,optimal
7.2,31.5,ikan nila,kurang optimal
6.1,21.2,ikan lele,kurang optimal
5.8,21.0,ikan gurame,kurang optimal
6.7,21.3,ikan nila,kurang optimal
6.9,24.3,ikan nila,kurang optimal
6.5,28.7,ikan nila,optimal
5.8,31.9,ikan gurame,kurang optimal
7.1,25.3,ikan nila,optimal
7.3,29.4,ikan nila,optimal
6.7,24.1,ikan nila,kurang optimal
5.7,22.1,ikan gurame,kurang optimal
7.5,33.0,ikan nila,kurang optimal
6.0,20.7,ikan lele,kurang optimal
5.9,21.2,ikan gurame,kurang optimal
6.6,28.9,ikan nila,optimal
7.0,29.6,ikan nila,optimal
6.8,26.8,ikan nila,optimal
6.0,21.7,ikan lele,kurang optimal
7.2,23.9,ikan nila,kurang optimal
5.9,20.7,ikan gurame,kurang optimal
5.7,25.8,ikan gurame,kurang optimal
6.9,23.0,ikan nila,kurang optimal
5.9,20.3,ikan gurame,kurang optimal
6.1,28.5,ikan lele,kurang optimal
6.3,22.0,ikan lele,kurang optimal
6.2,20.5,ikan lele,kurang optimal
7.4,28.9,ikan nila,optimal
6.6,24.2,ikan nila,kurang optimal
7.3,26.8,ikan nila,optimal
5.5,22.5,ikan gurame,kurang optimal
6.7,34.3,ikan nila,kurang optimal
5.9,20.0,ikan gurame,kurang optimal
5.6,22.8,ikan gurame,kurang optimal
6.5,21.1,ikan nila,kurang optimal
6.1,23.1,ikan lele,kurang optimal
5.7,22.0,ikan gurame,kurang optimal
6.4,31.5,ikan lele,kurang optimal
5.8,28.3,ikan gurame,kurang optimal
7.2,21.9,ikan nila,kurang optimal
5.5,20.0,ikan gurame,kurang optimal
6.1,23.9,ikan lele,kurang optimal
6.6,22.1,ikan nila,kurang optimal
7.0,30.2,ikan nila,kurang optimal
6.1,27.7,ikan lele,kurang optimal
6.1,30.4,ikan lele,kurang optimal
6.1,22.3,ikan lele,kurang optimal
7.3,23.3,ikan nila,kurang optimal
5.7,21.0,ikan gurame,kurang optimal
5.7,22.7,ikan gurame,kurang optimal
6.8,29.4,ikan nila,optimal
5.6,21.7,ikan gurame,kurang optimal
7.5,20.6,ikan nila,kurang optimal
5.6,22.5,ikan gurame,kurang optimal
6.0,20.9,ikan lele,kurang optimal
7.0,31.3,ikan nila,kurang optimal
7.4,31.5,ikan nila,kurang optimal
6.4,29.6,ikan lele,kurang optimal
6.5,26.4,ikan nila,optimal
6.0,30.9,ikan lele,kurang optimal
7.2,31.0,ikan nila,kurang optimal
6.1,31.1,ikan lele,kurang optimal
6.3,20.1,ikan lele,kurang optimal
6.1,23.0,ikan lele,kurang optimal
7.3,33.1,ikan nila,kurang optimal
5.9,21.3,ikan gurame,kurang optimal
5.9,22.7,ikan gurame,kurang optimal
5.5,24.7,ikan gurame,kurang optimal
5.6,21.6,ikan gurame,kurang optimal
7.4,28.3,ikan nila,optimal
6.4,25.9,ikan lele,kurang optimal
7.0,24.2,ikan nila,kurang optimal
6.2,27.1,ikan lele,kurang optimal
7.4,34.2,ikan nila,kurang optimal
6.0,25.5,ikan lele,kurang optimal
7.2,30.6,ikan nila,kurang optimal
7.3,20.3,ikan nila,kurang optimal
6.7,29.2,ikan nila,optimal
5.6,20.0,ikan gurame,kurang optimal
6.4,23.8,ikan lele,kurang optimal
7.2,25.7,ikan nila,optimal
7.0,28.9,ikan nila,optimal
6.8,33.4,ikan nila,kurang optimal
6.4,24.5,ikan lele,kurang optimal
6.1,29.9,ikan lele,kurang optimal
7.4,24.7,ikan nila,kurang optimal
7.4,31.9,ikan nila,kurang optimal
7.5,34.2,ikan nila,kurang optimal
6.2,23.2,ikan lele,kurang optimal
6.8,29.2,ikan nila,optimal
6.8,34.5,ikan nila,kurang optimal
6.1,26.0,ikan lele,kurang optimal
7.1,25.7,ikan nila,optimal
7.3,28.5,ikan nila,optimal
7.2,23.0,ikan nila,kurang optimal
6.2,21.2,ikan lele,kurang optimal
6.1,20.8,ikan lele,kurang optimal
5.6,22.9,ikan gurame,kurang optimal
6.1,28.4,ikan lele,kurang optimal
6.4,27.5,ikan lele,kurang optimal
7.1,26.2,ikan nila,optimal
6.7,22.2,ikan nila,kurang optimal
6.7,20.6,ikan nila,kurang optimal
6.6,34.7,ikan nila,kurang optimal
7.3,20.9,ikan nila,kurang optimal
6.6,20.8,ikan nila,kurang optimal
6.1,30.9,ikan lele,kurang optimal
6.0,20.5,ikan lele,kurang optimal
6.1,20.9,ikan lele,kurang optimal
7.1,34.1,ikan nila,kurang optimal
5.5,21.3,ikan gurame,kurang optimal
6.1,26.8,ikan lele,kurang optimal
6.4,24.3,ikan lele,kurang optimal
5.6,29.2,ikan gurame,kurang optimal
6.5,22.4,ikan nila,kurang optimal
6.5,20.6,ikan nila,kurang optimal
5.8,29.3,ikan gurame,kurang optimal
7.0,31.7,ikan nila,kurang optimal
5.9,22.8,ikan gurame,kurang optimal
6.1,26.7,ikan lele,kurang optimal
7.5,20.1,ikan nila,kurang optimal
7.0,21.6,ikan nila,kurang optimal
6.5,28.9,ikan nila,optimal
5.6,20.1,ikan gurame,kurang optimal
5.6,23.6,ikan gurame,kurang optimal
6.9,28.9,ikan nila,optimal
6.9,28.8,ikan nila,optimal
7.2,31.7,ikan nila,kurang optimal
5.7,27.1,ikan gurame,kurang optimal
6.8,21.0,ikan nila,kurang optimal
6.9,27.3,ikan nila,optimal
7.3,28.7,ikan nila,optimal
7.1,27.0,ikan nila,optimal
6.1,24.6,ikan lele,kurang optimal
6.0,28.3,ikan lele,kurang optimal
5.5,22.9,ikan gurame,kurang optimal
7.2,22.2,ikan nila,kurang optimal
7.1,27.6,ikan nila,optimal
6.1,29.5,ikan lele,kurang optimal
6.3,25.2,ikan lele,kurang optimal
6.7,26.7,ikan nila,optimal
5.8,29.4,ikan gurame,kurang optimal
5.6,26.4,ikan gurame,kurang optimal
5.8,20.1,ikan gurame,kurang optimal
6.2,22.3,ikan lele,kurang optimal
5.5,21.5,ikan gurame,kurang optimal
5.5,31.0,ikan gurame,kurang optimal
7.1,25.1,ikan nila,optimal
7.1,27.9,ikan nila,optimal
7.2,22.9,ikan nila,kurang optimal
6.6,21.7,ikan nila,kurang optimal
5.9,28.4,ikan gurame,kurang optimal
6.4,23.3,ikan lele,kurang optimal
6.7,34.1,ikan nila,kurang optimal
6.9,22.0,ikan nila,kurang optimal
6.0,29.3,ikan lele,kurang optimal
6.6,31.1,ikan nila,kurang optimal
7.3,30.9,ikan nila,kurang optimal
5.8,24.3,ikan gurame,kurang optimal
5.9,27.2,ikan gurame,kurang optimal
6.2,25.1,ikan lele,kurang optimal
6.8,26.7,ikan nila,optimal
6.1,20.4,ikan lele,kurang optimal
5.5,25.5,ikan gurame,kurang optimal
7.1,32.5,ikan nila,kurang optimal
7.0,34.6,ikan nila,kurang optimal
6.1,20.5,ikan lele,kurang optimal
6.7,32.0,ikan nila,kurang optimal
7.4,21.5,ikan nila,kurang optimal
6.6,23.6,ikan nila,kurang optimal
5.5,29.4,ikan gurame,kurang optimal
6.8,33.6,ikan nila,kurang optimal
6.6,20.3,ikan nila,kurang optimal
5.9,24.2,ikan gurame,kurang optimal
6.0,24.1,ikan lele,kurang optimal
6.0,23.9,ikan lele,kurang optimal
5.8,21.7,ikan gurame,kurang optimal
5.9,21.7,ikan gurame,kurang optimal
6.0,22.1,ikan lele,kurang optimal
5.9,24.0,ikan gurame,kurang optimal
5.7,25.7,ikan gurame,kurang optimal
6.0,23.7,ikan lele,kurang optimal
5.8,24.4,ikan gurame,kurang optimal
5.9,24.1,ikan gurame,kurang optimal
5.6,24.5,ikan gurame,kurang optimal
5.5,24.6,ikan gurame,kurang optimal
5.9,25.9,ikan gurame,kurang optimal
5.6,21.1,ikan gurame,kurang optimal
5.9,21.8,ikan gurame,kurang optimal
5.7,25.1,ikan gurame,kurang optimal
5.7,21.9,ikan gurame,kurang optimal
6.0,23.4,ikan lele,kurang optimal
5.8,25.9,ikan gurame,kurang optimal
5.8,25.5,ikan gurame,kurang optimal
5.5,21.7,ikan gurame,kurang optimal
5.7,21.4,ikan gurame,kurang optimal
5.5,22.4,ikan gurame,kurang optimal
5.9,23.3,ikan gurame,kurang optimal
6.0,22.4,ikan lele,kurang optimal
7.1,22.1,ikan nila,kurang optimal
6.1,21.8,ikan lele,kurang optimal
6.3,21.1,ikan lele,kurang optimal
7.2,22.7,ikan nila,kurang optimal
6.9,24.6,ikan nila,kurang optimal
7.2,25.3,ikan nila,optimal
6.2,23.9,ikan lele,kurang optimal
6.8,23.2,ikan nila,kurang optimal
7.0,22.9,ikan nila,kurang optimal
6.4,22.8,ikan lele,kurang optimal
6.5,21.4,ikan nila,kurang optimal
6.2,21.3,ikan lele,kurang optimal
6.4,23.7,ikan lele,kurang optimal
6.5,24.4,ikan nila,kurang optimal
6.4,25.2,ikan lele,kurang optimal
6.7,24.5,ikan nila,kurang optimal
7.1,22.8,ikan nila,kurang optimal
6.8,21.1,ikan nila,kurang optimal
6.7,21.6,ikan nila,kurang optimal
6.2,22.0,ikan lele,kurang optimal
6.5,21.6,ikan nila,kurang optimal
6.9,21.9,ikan nila,kurang optimal
6.3,24.2,ikan lele,kurang optimal
6.4,29.7,ikan lele,kurang optimal
6.2,21.7,ikan lele,kurang optimal
6.7,25.4,ikan nila,optimal
6.9,20.8,ikan nila,kurang optimal
6.1,21.6,ikan lele,kurang optimal
6.7,27.7,ikan nila,optimal
6.7,24.9,ikan nila,kurang optimal
6.1,28.0,ikan lele,kurang optimal
6.3,21.3,ikan lele,kurang optimal
6.2,21.4,ikan lele,kurang optimal
7.2,29.1,ikan nila,optimal
7.1,22.7,ikan nila,kurang optimal
6.2,25.6,ikan lele,kurang optimal
7.2,20.5,ikan nila,kurang optimal
6.5,27.9,ikan nila,optimal
6.7,28.9,ikan nila,optimal
6.5,20.7,ikan nila,kurang optimal
7.0,24.0,ikan nila,kurang optimal
7.1,21.5,ikan nila,kurang optimal
6.9,20.7,ikan nila,kurang optimal
7.2,22.4,ikan nila,kurang optimal
7.2,26.7,ikan nila,optimal
6.6,26.2,ikan nila,optimal
6.9,25.5,ikan nila,optimal
6.5,22.5,ikan nila,kurang optimal
7.2,28.6,ikan nila,optimal
6.8,20.1,ikan nila,kurang optimal
6.3,22.3,ikan lele,kurang optimal
7.1,26.4,ikan nila,optimal
7.0,25.8,ikan nila,optimal
7.0,24.1,ikan nila,kurang optimal
7.0,20.7,ikan nila,kurang optimal
6.7,21.8,ikan nila,kurang optimal
6.2,22.7,ikan lele,kurang optimal
6.3,23.5,ikan lele,kurang optimal
6.4,24.4,ikan lele,kurang optimal
7.0,22.4,ikan nila,kurang optimal
6.9,24.0,ikan nila,kurang optimal
6.1,21.7,ikan lele,kurang optimal
7.0,23.2,ikan nila,kurang optimal
8.2,22.2,ikan nila,kurang optimal
8.2,21.4,ikan nila,kurang optimal
8.0,24.0,ikan nila,kurang optimal
7.8,24.3,ikan nila,kurang optimal
7.7,21.4,ikan nila,kurang optimal
7.5,24.6,ikan nila,kurang optimal
7.7,23.7,ikan nila,kurang optimal
8.2,23.6,ikan nila,kurang optimal
8.9,26.0,ikan nila,kurang optimal
8.4,23.9,ikan nila,kurang optimal
8.8,23.4,ikan nila,kurang optimal
8.8,22.9,ikan nila,kurang optimal
8.1,22.8,ikan nila,kurang optimal
8.8,21.7,ikan nila,kurang optimal
8.7,23.3,ikan nila,kurang optimal
7.8,23.5,ikan nila,kurang optimal
8.6,23.6,ikan nila,kurang optimal
8.9,22.0,ikan nila,kurang optimal
8.4,23.5,ikan nila,kurang optimal
7.6,24.8,ikan nila,kurang optimal
8.6,25.5,ikan nila,kurang optimal
8.4,23.0,ikan nila,kurang optimal
8.5,24.0,ikan nila,kurang optimal
8.8,27.4,ikan nila,kurang optimal
7.9,26.5,ikan nila,optimal
8.9,24.0,ikan nila,kurang optimal
7.6,25.4,ikan nila,optimal
8.3,29.0,ikan nila,optimal
8.6,28.6,ikan nila,kurang optimal
8.4,28.0,ikan nila,optimal
7.6,27.2,ikan nila,optimal
6.0,26.9,ikan lele,kurang optimal
5.6,27.6,ikan gurame,kurang optimal
5.5,29.9,ikan gurame,kurang optimal
5.6,25.6,ikan gurame,kurang optimal
5.9,26.8,ikan gurame,kurang optimal
5.7,28.1,ikan gurame,kurang optimal
5.6,28.1,ikan gurame,kurang optimal
6.0,27.5,ikan lele,kurang optimal
5.8,28.2,ikan gurame,kurang optimal
5.8,26.7,ikan gurame,kurang optimal
5.8,26.6,ikan gurame,kurang optimal
5.8,27.7,ikan gurame,kurang optimal
6.0,27.3,ikan lele,kurang optimal
6.0,26.5,ikan lele,kurang optimal
6.0,26.2,ikan lele,kurang optimal
5.9,24.7,ikan gurame,kurang optimal
5.7,27.8,ikan gurame,kurang optimal
6.0,28.0,ikan lele,kurang optimal
5.7,26.7,ikan gurame,kurang optimal
5.5,26.2,ikan gurame,kurang optimal
6.0,29.7,ikan lele,kurang optimal
6.0,27.1,ikan lele,kurang optimal
5.6,26.7,ikan gurame,kurang optimal
5.8,28.5,ikan gurame,kurang optimal
5.9,29.9,ikan gurame,kurang optimal
5.5,25.7,ikan gurame,kurang optimal
5.6,27.3,ikan gurame,kurang optimal
5.8,29.9,ikan gurame,kurang optimal
5.9,28.5,ikan gurame,kurang optimal
5.6,23.9,ikan gurame,kurang optimal
5.5,21.0,ikan gurame,kurang optimal
5.7,23.5,ikan gurame,kurang optimal
5.6,25.0,ikan gurame,kurang optimal
5.7,21.6,ikan gurame,kurang optimal
6.0,27.7,ikan lele,kurang optimal
6.0,27.9,ikan lele,kurang optimal
5.5,31.8,ikan gurame,kurang optimal
5.7,30.3,ikan gurame,kurang optimal
5.5,29.7,ikan gurame,kurang optimal
5.7,30.2,ikan gurame,kurang optimal
5.7,30.4,ikan gurame,kurang optimal
6.0,30.3,ikan lele,kurang optimal
5.6,30.4,ikan gurame,kurang optimal
5.9,28.1,ikan gurame,kurang optimal
5.5,27.7,ikan gurame,kurang optimal
5.8,30.5,ikan gurame,kurang optimal
5.6,31.0,ikan gurame,kurang optimal
5.7,31.1,ikan gurame,kurang optimal
5.7,31.3,ikan gurame,kurang optimal
5.7,31.7,ikan gurame,kurang optimal
6.7,29.0,ikan nila,optimal
6.5,29.1,ikan nila,optimal
6.3,29.2,ikan lele,kurang optimal
6.2,31.8,ikan lele,kurang optimal
6.3,30.3,ikan lele,kurang optimal
6.4,30.3,ikan lele,kurang optimal
6.5,29.6,ikan nila,optimal
6.6,28.8,ikan nila,optimal
6.1,28.9,ikan lele,kurang optimal
6.6,29.9,ikan nila,optimal
6.1,29.7,ikan lele,kurang optimal
6.2,31.2,ikan lele,kurang optimal
6.4,28.7,ikan lele,kurang optimal
6.5,30.6,ikan nila,kurang optimal
6.5,30.4,ikan nila,kurang optimal
6.7,29.6,ikan nila,optimal
6.6,32.5,ikan nila,kurang optimal
6.2,30.4,ikan lele,kurang optimal
6.5,33.7,ikan nila,kurang optimal
6.6,29.1,ikan nila,optimal
6.4,28.9,ikan lele,kurang optimal
6.7,26.4,ikan nila,optimal
6.1,26.4,ikan lele,kurang optimal
6.1,29.0,ikan lele,kurang optimal
6.2,27.0,ikan lele,kurang optimal
6.5,33.5,ikan nila,kurang optimal
6.7,30.6,ikan nila,kurang optimal
8.7,20.7,ikan nila,kurang optimal
6.9,30.9,ikan nila,kurang optimal
7.7,26.1,ikan nila,optimal
6.7,24.7,ikan nila,kurang optimal
6.7,27.3,ikan nila,optimal
7.7,29.6,ikan nila,optimal
8.3,21.8,ikan nila,kurang optimal
7.8,30.4,ikan nila,kurang optimal
8.0,27.1,ikan nila,optimal
8.7,28.7,ikan nila,kurang optimal
8.5,26.4,ikan nila,optimal
8.1,27.3,ikan nila,optimal
8.6,28.8,ikan nila,kurang optimal
8.4,28.5,ikan nila,optimal
8.1,25.0,ikan nila,optimal
7.6,26.6,ikan nila,optimal
9.0,27.6,ikan nila,kurang optimal
7.7,29.9,ikan nila,optimal
8.3,30.1,ikan nila,kurang optimal
8.9,27.4,ikan nila,kurang optimal
7.7,25.1,ikan nila,optimal
8.6,27.7,ikan nila,kurang optimal
8.7,28.5,ikan nila,kurang optimal
7.7,27.9,ikan nila,optimal
8.5,28.1,ikan nila,optimal
5.8,20.3,ikan gurame,kurang optimal
7.6,21.8,ikan nila,kurang optimal
8.3,27.1,ikan nila,optimal
7.7,26.6,ikan nila,optimal
7.6,20.6,ikan nila,kurang optimal
5.8,20.8,ikan gurame,kurang optimal
8.2,28.1,ikan nila,optimal
8.4,20.4,ikan nila,kurang optimal
8.6,30.6,ikan nila,kurang optimal
8.4,26.8,ikan nila,optimal
6.9,22.9,ikan nila,kurang optimal
8.6,30.3,ikan nila,kurang optimal
9.0,30.3,ikan nila,kurang optimal
8.5,28.5,ikan nila,optimal
8.5,27.4,ikan nila,optimal
8.9,23.5,ikan nila,kurang optimal
8.3,28.3,ikan nila,optimal
8.9,29.2,ikan nila,kurang optimal
8.2,28.2,ikan nila,optimal
7.0,29.2,ikan nila,optimal
8.1,21.1,ikan nila,kurang optimal
6.2,22.1,ikan lele,kurang optimal
7.9,20.4,ikan nila,kurang optimal
7.2,26.1,ikan nila,optimal
8.2,29.6,ikan nila,optimal
8.7,20.4,ikan nila,kurang optimal
